红色食品,适宜人群,全部人群
朝鲜崖柏,别称,长白侧柏
朝鲜崖柏,亚科,侧柏亚科
昆仑方枝柏,中文学名,昆仑方枝柏
昆仑方枝柏,亚科,圆柏亚科
国际日期变更线,别称,国际日期变更线
国际日期变更线,作用,避免全球计时混乱
贵州苏铁,中文学名,贵州苏铁
篦子三尖杉,中文学名,篦子三尖杉
七通一平,分类,建筑行业术语
攀枝花苏铁,中文学名,攀枝花苏铁
水上乐园,属性,娱乐性人工建筑
水上乐园,性质,一处大型旅游场地
中国美术馆,类别,造型艺术博物馆
中国美术馆,馆藏精品,毕加索油画
中国美术馆,门票价格,免费领票参观
系统集成,应用,计算机行业
锯缘摄龟,中文学名,锯缘摄龟
公摊建筑面积,类型,建筑学术语
公摊建筑面积,简称,公摊面积
公摊建筑面积,使用,房地产行业
中山纪念堂,建筑设计,八角形宫殿式建筑
中山纪念堂,所属城市,广东省广州市
三趾箱龟,中文学名,三趾箱龟
三趾箱龟,亚种,卡罗莱纳箱龟亚种
冬季战争,名称,冬季战争
冬季战争,结果,苏联惨胜
悲惨世界,作品名称,悲惨世界
悲惨世界,文学体裁,长篇小说
乐亭大鼓,申报地区,河北省乐亭县
日俄战争,名称,日俄战争
日俄战争,结果,日本获胜
怀袖雅物,起源,三国时期
倚马之才,解释,比喻才思敏捷
油彩木纹龟,特点,最鲜艳颜色
中尼公路,公路类型,国际直通公路
中尼公路,西线,吉隆公路
中尼公路,互补交通,中尼铁路
七星宝刀,典故,孟德献刀
印学流派,别名,金石流派
全民健身,有关节日,全民健身日
中子探测,领域,核能利用
红牛车队,中文队名,红牛车队
红牛车队,运动项目,一级方程式赛车
无线通信,类属,无线通信技术
无线通信,别称,无线移动通信
传诵之物,导演,小林智树
传诵之物,编剧,上江洲诚
传诵之物,角色设计,中田正彦
传诵之物,作画监督,中田正彦
传诵之物,首播电视台,朝日放送
加龙古尼,含义,收旧货的
不惑之年,释义,人到中年
国家电网有限公司,公司名称,国家电网公司
国家电网有限公司,公司性质,中央企业
教育技术专业,培养目标,教育技术人员
堀内贤雄,毕业院校,逗子开成高等学校
大羚羊属,中文学名,大羚羊属
大羚羊属,亚门,脊椎动物亚门
大羚羊属,亚纲,真兽亚纲
大羚羊属,亚目,反刍亚目
生产方式,适用领域,经济管理
流沙坠简,书名,流沙坠简
流沙坠简,出版社,中华书局
大势至菩萨,出生日期,农历七月十三
大势至菩萨,又尊称,大精进菩萨
国际音标,又名,万国音标
国际音标,原则,一音一符
国际音标,所属部门,国际语音学学会
岸本齐史,毕业院校,九州产业大学
岸本齐史,父亲,岸本宪史
岸本齐史,弟弟,漫画家岸本圣史
摄影技术,书名,摄影技术
摄影技术,出版社,北京大学出版社
摄影技术,正文语种,简体中文
丁克家庭,释义,双收入无子女家庭
成安县第一中学,类别,公立高中
成安县第一中学,所属地区,中国邯郸市
民生公司,公司名称,民生公司
民生公司,公司性质,私营轮船公司
高鼻羚羊,中文学名,高鼻羚羊
高鼻羚羊,亚门,脊椎动物亚门
高鼻羚羊,亚纲,真兽亚纲
高鼻羚羊,亚目,反刍亚目
海信集团有限公司,公司名称,海信集团有限公司
海信集团有限公司,总部地点,山东省青岛市
海信集团有限公司,公司性质,上市公司
海信集团有限公司,公司口号,创新就是生活
海信集团有限公司,定位,平民品牌
摄像技术,颜色,黑白或彩色
宁武城大屠杀,名称,宁武城大屠杀
月球之谜,相关,宇宙尘埃中生成
月球之谜,类别,天文词汇
青岩油杉,中文学名,青岩油杉
阿基米德定律,别称,阿基米德原理
阿基米德定律,提出者,阿基米德
阿基米德定律,应用学科,流体静力学
柔毛油杉,中文学名,柔毛油杉
秦岭冷杉,中文学名,秦岭冷杉
资源冷杉,中文学名,资源冷杉
甾族化合物,总称,氢菲类化合物
新疆冷杉,中文学名,新疆冷杉
新疆冷杉,别称,西伯利亚冷杉
新疆冷杉,亚科,冷杉亚科
烂若披锦,解释,形容文辞华丽
东坡赤壁,气候类型,亚热带气候
斑子麻黄,中文学名,斑子麻黄
模具设计,用途,企业模具制造
模具设计,类别,设计行业
宰迈赫舍里,全名,马哈茂德
古尔邦节,宗教,伊斯兰教
倾国怨伶,地区,中国台湾
再发新星,说明,爆发变星的一种
仙女星系,分类,螺旋星系
历史的天空,书名,历史的天空
历史的天空,原版名称,历史的天空
历史的天空,出版社,长江文艺出版社
电子元件,用于,组成电子产品
大弹涂鱼,中文学名,大弹涂鱼
大弹涂鱼,亚目,鰕虎鱼亚目
蓝带裂唇鱼,中文学名,蓝带裂唇鱼
白居易墓,地点,洛阳市城南
早稻田大学,类别,综合类大学
早稻田大学,所属地区,日本东京
早稻田大学,校本部地址,东京都新宿区
早稻田大学,创始人,大隈重信
早期铁器时代,发明与传播,青铜时代
早期铁器时代,影响,社会有了显著进步
失能武器,别称,非致命武器
失能武器,用途,骚乱控制
大西政权,货币,大顺通宝
广昌白莲,产地名称,江西省广昌县
广昌白莲,地理标志,原产地域产品
电子机票,别名,电子客票
中国金鱼,书名,中国金鱼
中国金鱼,出版社,中国旅游出版社
参考消息,主办单位,新华通讯社
参考消息,编辑单位,参考消息报社
游戏征途,连载网站,晋江文学城
蓓森朵芙,人物,依格纳茨蓓森朵芙
星际分子,种类,五十多种
星际分子,分类,有机和无机
休斯敦火箭队,中文队名,休斯敦火箭队
云霄仙子,年龄,与天同寿
云霄仙子,师父,通天教主
云霄仙子,动画片法宝,混元金斗
海野伊鲁卡,喜欢的食物,一乐拉面
秋道丁次,其他名称,秋道长治
秋道丁次,讨厌的事,有人说他肥猪
大城王朝,也称,阿瑜陀耶王朝
大城王朝,开创人,拉玛铁波底
山中井野,其他名称,山中伊诺
山中井野,配音,柚木凉香
山中井野,喜爱的字句,花朵的含义
山中井野,父亲,山中亥一
山中井野,儿子,山中井阵
太平洋战争,主要奖项,艾美奖最佳迷你剧
星海钢琴,公司名称,星海钢琴
星海钢琴,全称,星海钢琴集团公司
先知诞生地,释义,穆罕默德生地
油水边界,作用,确定含油面积
油水边界,反映,不同油藏特征
工业油气藏,分类根据,油气藏的圈闭形态
含油面积,别称,储油面积
中国电视报,主管单位,中国中央电视台
中国电视报,主办单位,中国中央电视台
中国电视报,编辑单位,中国中央电视台
分手男女,出品公司,环球影业
岩性油气藏,学科,石油地质学
沙龙文学,鼎盛时期,十九世纪
电化教育,途径,教育教学
电化教育,目的,传递教育信息
小泽玛利亚,别名,葉山麻理
小泽玛利亚,民族,大和民族
小泽玛利亚,出生地,日本北海道
油女志乃,其他名称,油女志野
油女志乃,配音,川田绅司
油女志乃,讨厌的食物,味道太浓的东西
油女志乃,喜欢的话,最后王牌
油女志乃,兴趣,观察昆虫
油女志乃,喜欢的颜色,暗黄绿色
油女志乃,特点,存在感极低
油女志乃,口头禅,原因在于
天下九州,含义,中国的别称之一
科学美国人,书名,科学美国人
沧州市第一中学,简称,沧州市一中
沧州市第一中学,所属地区,河北省沧州市
古典主义文学,性质,文学思潮
易卜拉欣立足处,位于,麦加禁寺内
桃地再不斩,特征,没有眉毛
五一国际劳动节,节日时间,每年五月一日
五一国际劳动节,节日类型,国际节日
五一国际劳动节,设立机构,第二国际
怪味胡豆,分类,大众小吃
两极变一极,指示,两极变一极
两极变一极,加快,小城镇建设
志贺直哉,出生地,日本宫城县
志贺直哉,职业,日本作家
志贺直哉,毕业院校,东京大学
罗摩衍那,书名,罗摩衍那
罗摩衍那,出版社,译林出版社
七星诗社,主要代表人,龙沙和杜贝莱
七星诗社,贡献,促进法语改革
科学技术协会,所属,中国共产党
盖得尔夜,类别,回族伊斯兰教节日
德国汉高,公司名称,德国汉高
德国汉高,总部地点,德国杜塞尔多夫
德国汉高,公司性质,外商独资
千手柱间,配音,菅生隆之
千手柱间,年龄,享年不明
千手柱间,家族,千手一族
千手扉间,家族,千手一族
希拉山洞,类型,伊斯兰圣迹之一
系统性红斑狼疮,就诊科室,风湿免疫科
光紫黄芩,中文学名,光紫黄芩
光紫黄芩,亚纲,合瓣花亚纲
光紫黄芩,亚科,黄芩亚科
光紫黄芩,亚属,黄芩亚属
光紫黄芩,亚组,宽叶黄芩亚组
慢性结肠炎,就诊科室,消化内科
吉尔伽美什,父亲,卢伽尔班达
吉尔伽美什,母亲,瑞玛特宁孙
莲茸层层酥,特点,色香味俱全
莲茸层层酥,适用,配备甜羹汤食用
猿飞日斩,配音,柴田秀胜
猿飞日斩,父亲,猿飞佐助
猿飞日斩,妻子,猿飞琵琶湖
猿飞日斩,讨厌的食物,奈良酱菜
黄山鼠尾草,中文学名,黄山鼠尾草
黄山鼠尾草,亚纲,合瓣花亚纲
黄山鼠尾草,亚科,野芝麻亚科
上帝悖论,历史背景,文艺复兴
上帝悖论,其他变体,全能悖论
上帝悖论,归类,循环论证
长圆叶水苏,中文学名,长圆叶水苏
人口原理,书名,人口原理
人口原理,出版社,商务印书馆
波风水门,妻子,漩涡玖辛奈
波风水门,儿子,漩涡鸣人
波风水门,儿媳,漩涡雏田
波风水门,孙子,漩涡博人
波风水门,孙女,漩涡向日葵
波风水门,身份,四代目火影
美国女权文学,萌芽,斯陀夫人
本田车队,中文队名,本田车队
儿科用药,书名,儿科用药
澳洲坚果,中文学名,澳洲坚果
澳洲坚果,亚纲,原始花被亚纲
新自由帝国主义,标志,冷战的结束
宝成铁路,起点,中国陕西宝鸡
宝成铁路,终点,中国四川成都
宝成铁路,相邻高铁,西成高铁
宝成铁路,技术支撑,西南交通大学
日瓦戈医生,作品名称,日瓦戈医生
日瓦戈医生,文学体裁,长篇小说
普朗克常数,重要地位,不确定性原理
入野自由,出生地,日本东京都
中国电缆在线,网站名称,中国电缆在线
布隆方丹,气候条件,热带草原气候
布隆方丹,地位,司法首都
质速关系,别称,质增效应
质速关系,适用范围,相对论力学
斯巴达克起义,名称,斯巴达克起义
斯巴达克起义,地点,罗马共和国
斯巴达克起义,参战方,罗马奴隶
斯巴达克起义,结果,斯巴达克起义失败
斯巴达克起义,主要指挥官,斯巴达克
眼镜猴属,中文学名,眼镜猴属
小野芝麻,中文学名,小野芝麻
小野芝麻,别称,假野芝麻
小野芝麻,生境,生于疏林中
社会契约论,作品名称,社会契约论
社会契约论,类别,政治著作
密花胡颓子,中文学名,密花胡颓子
密花胡颓子,亚纲,原始花被亚纲
太平洋丽龟,中文学名,太平洋丽龟
太平洋丽龟,亚纲,无孔亚纲
太平洋丽龟,亚种,太平洋丽龟
太平洋丽龟,分布区域,太平洋的温水水域
里约热内卢,下辖地区,州首府区
里约热内卢,方言,葡萄牙语
里约热内卢,气候条件,热带雨林气候
里约热内卢,火车站,里约热内卢火车站
亚洲叶猴属,中文学名,亚洲叶猴属
亚洲叶猴属,亚门,脊椎动物亚门
亚洲叶猴属,亚纲,真兽亚纲
亚洲叶猴属,亚目,猿猴亚目
亚洲叶猴属,亚科,疣猴亚科
古典乐休闲,作者,科研人员
等距视图,显示方法,一种三维物体
等距视图,缩放,比例缩放
森林大帝,其他名称,白狮子王
森林大帝,原作,手冢治虫
森林大帝,监督,谷口悟朗
麦克鲁亥,类型,伊斯兰教法术语
麦克鲁亥,解释,可憎的嫌疑
毛主席语录,书名,毛主席语录
哈尔滨建筑大学,属性,原建工部重点大学
哈尔滨建筑大学,所属地区,黑龙江哈尔滨
哈尔滨建筑大学,主管部门,原建设部
常熟理工学院,类别,公立大学
常熟理工学院,所属地区,江苏省常熟市
野外安眠,类型,休闲方式
中美地峡,景点,圣阿纳火山
油炸豆腐丸子,别名,炸豆腐泡
齐齐哈尔医学院,类别,公立大学
齐齐哈尔医学院,所属地区,黑龙江齐齐哈尔
齐齐哈尔医学院,主管部门,黑龙江省
蓝色多瑙河,其他名称,蓝色的多瑙河
四国军棋,游戏平台,四国军棋网
四国军棋,开发商,中国棋院
四国军棋,发行商,四国军棋网
四国军棋,主要角色,两人对弈
能登麻美子,出生地,日本石川县金泽市
能登麻美子,经纪公司,大泽事务所
地涌金莲,中文学名,地涌金莲
地涌金莲,亚科,芭蕉亚科
黄石国家公园,气候类型,高原山地气候
黄石国家公园,开放时间,基本上全年开放
黄石国家公园,景点级别,国家公园
细胞培养,别名,细胞克隆
细胞培养,术语,细胞培养技术
